Id,Ball_Control,Dribbling,Marking,Sliding_Tackle,Interceptions,Acceleration,Speed,Stamina,Strength,Balance,Agility,Jumping,Heading,Shot_Power,Finishing,Freekick_Accuracy
14371,60,59,52,59,56,67,69,58,62,71,68,63,57,60,54,63
7292,65,68,22,18,21,54,54,57,57,63,63,31,48,70,63,80
8993,57,40,70,54,64,61,55,78,85,63,56,57,59,81,49,40
13707,64,65,45,23,22,77,80,63,56,77,80,45,33,46,45,38
14523,52,45,59,64,62,54,55,68,69,52,58,70,52,56,40,30
12967,24,18,16,12,10,35,28,22,54,40,39,50,21,22,16,18
1532,22,12,15,20,16,38,33,32,76,31,28,52,16,15,12,15
5043,53,39,71,68,73,67,65,70,77,44,55,71,69,43,37,31
11532,61,62,64,60,62,89,88,77,71,73,74,72,57,28,31,31
6659,65,58,65,55,58,68,67,83,72,64,73,78,70,64,39,37
5526,23,15,12,11,21,45,46,32,64,33,50,72,9,23,12,17
15449,56,45,55,57,52,63,64,63,63,55,61,50,43,66,40,49
8662,61,65,62,67,71,68,67,74,65,69,65,71,61,51,39,36
11391,62,58,64,66,60,69,75,55,68,64,61,68,60,29,20,35
4145,68,70,11,29,19,74,77,74,72,68,75,80,69,77,72,54
6337,67,70,35,26,40,76,78,71,73,64,69,72,54,72,69,59
5866,64,70,12,12,17,90,90,62,58,87,86,91,39,73,65,59
462,71,67,79,84,75,75,79,85,75,64,67,72,74,74,37,72
10388,63,58,17,15,20,54,65,66,84,51,55,64,66,70,65,46
110,14,15,12,14,22,59,54,43,73,58,62,73,13,24,14,22
16219,29,15,15,15,17,49,46,32,41,24,50,60,13,23,13,15
11610,34,15,13,15,26,55,58,30,70,54,59,69,11,32,13,11
8042,61,58,64,63,68,77,72,82,58,82,62,76,54,65,34,41
13188,48,28,55,60,61,41,44,77,78,68,57,75,63,47,44,62
4503,62,65,73,75,69,72,73,78,81,80,72,65,55,66,30,24
16518,59,55,39,25,23,68,64,58,49,71,53,43,32,53,53,31
3606,72,76,23,29,33,79,77,62,56,76,75,73,65,72,66,59
17084,46,43,50,51,51,59,57,53,58,34,53,46,52,42,35,40
16594,60,63,23,22,29,67,61,51,58,69,71,65,41,58,41,60
7227,74,75,32,31,33,70,68,60,67,81,73,72,47,72,64,72
5445,15,12,20,13,23,40,36,31,60,32,56,62,20,25,17,18
16829,45,48,49,51,54,68,61,70,74,65,52,62,51,59,34,44
3873,19,12,6,14,13,29,15,20,35,27,39,36,14,21,16,14
5954,73,72,26,26,21,86,85,53,56,88,81,60,29,70,51,37
4679,74,75,24,23,23,76,72,34,33,88,75,49,32,72,68,61
11238,59,58,66,60,60,74,76,66,70,72,67,74,56,40,35,22
15921,59,72,26,42,22,69,69,46,36,86,56,42,45,60,41,39
14328,55,53,57,56,56,75,78,83,63,77,78,84,42,52,31,32
11959,59,61,59,64,60,73,74,61,70,70,64,63,55,37,32,40
3292,59,47,76,72,67,51,53,60,75,47,41,63,72,59,34,32
3524,51,44,73,70,72,62,67,68,72,58,61,73,75,70,39,50
8225,68,72,49,42,55,68,66,62,57,66,67,71,44,64,62,55
11074,64,65,11,17,23,72,73,73,71,66,70,64,58,58,58,28
6093,67,68,16,38,42,72,75,73,72,59,67,72,68,73,63,49
16972,53,55,13,14,18,64,60,53,56,66,59,64,49,49,52,32
16837,47,56,17,13,19,76,72,50,44,76,73,62,50,51,58,26
13557,57,52,57,56,62,66,69,70,56,72,65,66,58,62,48,65
5599,61,49,56,55,73,46,53,79,88,44,38,53,52,68,32,49
13393,61,60,53,57,56,66,75,62,63,65,64,61,61,59,52,34
5287,68,58,66,63,70,64,60,72,74,56,71,73,62,70,67,59
201,82,81,23,37,44,86,81,88,56,79,82,67,51,78,77,75
188,80,77,48,37,54,69,73,84,84,77,77,81,76,86,84,81
3591,66,64,70,72,71,65,67,78,80,53,54,62,73,69,54,57
13161,18,4,12,9,21,54,56,30,65,43,52,70,20,22,12,14
17531,26,49,44,52,56,65,62,58,59,41,58,61,36,23,29,30
10113,31,38,65,73,69,58,61,62,69,62,42,65,61,56,29,28
5826,63,57,63,68,63,82,82,81,60,83,70,72,53,26,21,30
6379,70,67,35,25,36,53,52,38,47,68,62,57,44,69,64,71
6247,67,60,68,73,60,79,83,69,59,79,81,71,49,68,47,53
14234,60,56,37,45,49,75,70,54,39,65,76,66,49,58,52,39
4566,73,71,37,38,58,82,76,74,36,85,78,81,42,73,65,70
9,23,13,11,16,15,46,52,38,70,45,61,68,13,36,14,11
675,77,67,15,15,25,52,57,63,91,33,40,56,90,79,78,40
14856,57,64,31,37,16,74,81,61,56,74,68,47,43,56,56,32
4736,68,61,67,67,74,66,65,85,60,78,73,62,59,59,37,45
11813,67,73,21,27,20,79,79,77,65,75,77,71,55,68,56,55
17503,18,9,9,11,10,18,19,17,48,42,22,64,11,24,6,13
4891,68,71,58,65,70,72,81,90,68,75,82,59,55,49,61,56
14463,56,56,19,20,29,83,78,68,76,63,83,66,56,62,58,40
9197,67,67,61,68,59,65,68,72,70,58,63,63,53,70,51,56
13127,60,62,34,38,41,80,79,70,57,68,73,59,32,57,58,61
8178,62,62,15,22,20,85,84,59,82,59,79,71,64,82,64,27
3009,77,79,19,17,36,61,65,67,66,58,77,64,60,71,67,67
4717,17,15,15,12,20,58,54,27,67,50,36,60,17,24,14,17
11677,56,59,63,67,56,69,69,65,55,65,69,65,61,62,25,53
6226,66,64,63,66,69,64,64,70,64,73,71,80,52,78,52,59
11584,61,53,60,62,53,67,68,75,70,57,64,58,64,69,40,46
13692,55,66,65,72,59,62,54,69,66,73,72,72,55,35,30,33
9743,8,9,8,11,13,38,38,17,75,35,32,45,15,25,6,13
1088,78,78,61,61,71,74,67,86,64,78,83,90,60,72,65,75
3610,74,71,72,67,63,69,71,65,65,72,88,69,59,74,65,66
12675,44,33,56,58,57,73,70,64,78,54,58,83,64,43,19,24
1159,73,66,74,71,80,32,53,79,75,66,69,68,64,70,65,75
544,79,77,70,60,78,68,66,78,71,68,75,54,48,84,62,56
10980,68,65,40,33,48,55,53,65,59,68,75,53,47,54,53,48
6882,18,19,15,20,19,45,40,24,65,64,38,65,16,19,13,19
11168,63,61,63,64,62,69,68,75,56,70,60,58,48,47,39,34
10821,58,66,13,15,21,75,77,83,59,74,73,69,57,62,65,37
6620,68,75,30,38,46,50,59,69,65,55,44,60,48,64,64,48
13378,11,13,7,10,14,33,26,27,59,26,35,36,10,15,8,12
1713,75,77,26,35,19,86,87,81,64,85,86,84,61,73,68,69
3330,74,72,64,65,68,74,77,79,55,79,78,64,65,69,60,63
260,82,80,72,78,78,76,72,78,65,83,83,75,52,77,69,74
6228,67,62,18,20,31,72,71,77,72,58,71,58,73,69,68,40
9940,65,59,21,20,15,73,67,60,71,70,72,65,58,65,68,43
5720,73,66,48,54,57,57,62,76,58,64,65,55,47,72,56,64
5653,69,64,67,64,65,67,60,73,68,72,53,66,45,75,52,72
3769,73,77,30,31,37,75,74,78,66,66,84,63,66,67,68,69
10548,65,65,48,47,43,72,73,78,58,69,72,61,55,61,60,57
13708,20,23,15,19,19,43,44,21,60,51,37,56,13,20,15,16
5571,48,44,68,64,66,76,77,76,84,54,58,70,69,53,28,32
2386,71,62,67,69,74,44,48,67,79,61,58,90,83,77,59,52
569,76,71,29,32,36,73,75,77,74,63,69,62,74,83,84,74
16785,50,59,32,41,42,77,70,52,42,81,83,76,41,48,38,35
899,49,46,84,78,79,33,34,70,80,57,63,54,82,83,50,66
12814,67,70,39,44,44,67,69,63,54,76,70,56,56,60,55,40
4548,24,21,17,15,25,46,45,40,63,56,46,71,12,18,15,12
12219,59,58,63,61,61,63,65,58,66,50,64,70,65,45,45,38
4355,63,51,70,71,72,68,69,64,70,64,67,85,67,50,36,30
14153,64,66,33,32,30,70,71,68,59,64,59,59,43,64,34,66
9989,17,14,16,14,20,39,34,26,68,23,23,58,19,25,13,17
16969,54,52,46,41,47,61,60,66,53,71,57,54,49,44,35,31
13642,56,49,62,59,62,59,65,67,62,60,55,70,56,38,32,28
6523,68,65,16,18,21,66,68,68,88,59,63,76,69,69,68,31
133,57,54,85,84,81,69,78,75,93,48,53,78,78,55,19,28
13730,60,63,57,63,58,67,63,62,61,73,75,65,63,42,47,62
5096,74,72,71,54,70,66,63,67,64,74,67,58,51,70,66,69
4225,68,60,72,74,70,66,68,73,82,56,54,69,77,65,58,51
10840,56,54,66,63,64,65,65,68,74,62,57,64,46,24,25,26
13066,64,58,33,45,38,66,73,65,59,64,70,48,42,60,59,52
12360,59,65,33,32,32,91,90,64,60,86,82,90,64,62,58,33
4203,22,19,13,17,17,40,35,27,41,57,33,60,12,19,12,13
6754,59,36,68,63,68,50,57,70,74,59,52,67,64,52,41,29
14421,18,14,20,14,20,47,43,30,71,38,48,57,15,18,13,14
4989,66,68,69,69,70,65,72,65,76,76,77,69,67,65,43,69
4471,71,67,42,24,33,66,76,69,79,66,59,81,79,72,68,52
1891,78,84,29,27,33,77,85,65,77,82,84,80,52,81,63,75
3989,70,68,68,71,65,82,84,71,45,72,72,60,57,60,35,61
1465,78,77,22,34,20,86,78,69,34,94,86,55,56,69,66,78
11515,65,64,55,66,64,64,69,56,65,64,56,61,65,55,46,44
17517,43,45,43,47,46,58,60,52,42,73,58,59,46,46,33,39
16563,19,10,9,12,6,31,26,26,60,35,22,51,14,25,6,13
5246,70,60,60,59,72,73,72,72,35,80,68,61,66,83,61,74
5902,57,52,72,69,72,47,53,76,82,50,37,53,69,76,51,40
12150,51,45,65,59,63,63,67,62,67,62,57,72,62,58,28,35
8052,67,64,65,67,61,72,69,73,67,63,74,65,52,65,63,49
17229,54,45,44,45,42,38,34,52,61,75,71,31,28,65,55,43
9800,72,73,22,21,20,82,78,61,39,82,83,57,30,61,62,47
7906,32,38,62,61,65,48,55,64,82,42,41,80,72,61,52,12
13384,67,64,14,21,14,65,62,59,65,51,52,57,58,59,65,32
11768,62,57,23,18,19,68,66,57,75,58,46,65,62,56,72,67
17242,54,53,41,42,41,66,63,62,52,64,60,65,47,52,38,43
6411,68,65,68,66,67,81,79,75,38,87,84,80,46,65,36,49
2657,80,79,36,31,26,70,70,59,52,69,68,70,49,59,65,61
5041,79,80,19,25,39,88,89,48,47,72,87,71,55,59,63,51
10671,58,50,68,64,66,62,66,69,63,71,59,59,60,53,32,33
11166,63,65,65,62,65,74,70,56,69,64,72,61,59,56,49,41
12735,69,69,21,28,18,72,70,48,43,76,65,48,51,62,56,41
3199,71,72,23,27,37,68,67,57,63,77,53,73,70,72,74,52
8188,24,12,11,12,23,46,44,36,72,31,48,67,12,18,15,15
1249,75,77,71,75,74,82,84,86,63,83,82,72,57,64,23,29
11727,59,52,65,60,62,57,64,78,40,75,59,63,55,49,29,40
12401,62,50,30,60,68,58,62,85,90,60,49,74,44,58,34,52
14608,60,62,27,31,23,68,69,50,39,73,69,61,39,60,61,55
8134,67,77,21,24,23,83,85,65,40,75,75,56,34,65,57,68
13505,51,58,11,16,12,76,73,58,71,68,66,73,54,64,62,35
4090,64,64,24,23,32,62,66,74,80,60,70,75,75,73,72,62
10495,58,37,60,62,63,64,55,67,77,74,56,66,62,63,24,32
16152,19,18,16,13,23,42,45,36,60,58,38,63,14,25,19,16
9665,65,65,47,39,53,67,64,66,54,65,59,47,59,63,57,56
4322,55,42,69,75,65,62,51,54,72,51,51,87,72,62,29,47
14635,44,48,60,58,53,69,75,70,65,63,62,59,39,30,26,35
6444,66,61,60,65,65,44,42,44,65,73,60,34,43,52,58,79
13532,64,62,41,45,53,54,68,78,67,73,72,77,43,54,55,53
7798,72,63,70,73,66,69,68,69,76,64,70,57,76,67,52,33
6285,28,12,11,11,19,44,40,30,68,46,70,71,14,37,14,14
6597,64,57,68,71,63,73,71,69,62,68,71,49,62,68,55,62
15397,23,17,18,14,22,52,50,39,53,53,62,64,13,19,13,12
10674,21,14,9,12,17,46,50,44,61,39,56,58,10,17,12,15
11634,55,49,62,66,63,55,64,72,70,69,60,72,61,56,42,69
7894,71,69,51,56,61,69,70,71,70,51,59,56,53,63,49,70
3213,61,66,71,77,72,62,62,82,61,61,61,77,72,54,56,51
1736,24,18,11,12,13,43,41,24,73,57,60,71,18,22,10,20
10449,18,14,11,19,21,48,40,30,59,52,42,43,11,19,12,14
9563,57,46,66,62,62,43,34,47,82,42,29,61,67,55,36,42
1974,59,56,71,75,76,56,51,77,82,53,68,75,77,63,45,61
8416,13,10,20,18,26,44,47,32,57,54,52,67,18,19,20,14
5428,34,8,9,30,34,55,53,50,63,34,47,73,10,66,13,12
6959,20,15,11,18,15,40,45,36,78,47,36,57,13,23,12,15
3891,9,8,8,12,11,32,37,50,69,40,39,58,10,21,6,10
4380,56,46,72,72,71,68,69,67,85,60,65,91,62,31,22,25
17028,16,9,7,14,7,27,31,26,44,49,21,59,11,19,9,10
5411,12,14,14,14,26,52,54,43,63,61,68,82,14,24,13,14
10665,68,60,46,56,60,63,33,67,75,72,58,65,50,61,22,53
11710,63,55,18,18,18,57,58,58,65,61,56,63,67,63,64,34
3932,75,73,28,29,26,86,85,70,32,88,93,64,61,62,71,64
3479,65,65,72,69,67,77,74,78,71,64,60,62,64,29,38,41
2795,69,71,70,71,71,79,76,82,73,66,72,74,63,63,49,61
4986,20,17,16,12,20,46,43,41,48,40,46,59,14,22,14,22
16230,30,24,54,48,48,57,55,62,72,52,45,66,60,42,24,26
17251,46,29,46,56,50,60,61,66,50,65,42,65,43,36,18,21
5630,64,69,40,53,42,86,74,67,54,73,85,83,75,48,74,63
17222,49,44,19,20,13,57,63,57,63,68,61,58,48,43,56,39
9550,62,59,62,63,71,69,70,59,67,74,88,65,51,72,47,63
5179,66,62,65,73,65,67,72,78,76,59,62,64,59,85,42,72
5743,66,73,11,20,17,72,70,53,56,64,71,61,62,62,73,71
16729,29,23,50,56,54,54,51,61,67,55,46,66,53,42,27,28
1569,18,14,11,15,26,58,55,43,74,65,57,82,12,22,13,12
558,81,84,35,43,32,89,89,74,74,72,76,66,48,77,69,66
8967,56,44,64,64,61,62,55,68,78,66,57,72,63,54,52,32
8777,68,67,16,19,14,68,69,67,70,68,64,71,63,69,66,27
1438,76,84,34,50,50,88,87,64,59,81,92,65,54,66,59,68
299,76,76,15,32,31,80,82,84,85,75,79,83,81,81,86,56
1610,76,71,25,19,20,68,77,64,67,69,78,82,73,75,75,60
7144,17,15,19,12,24,42,40,31,75,52,57,66,13,19,11,14
11270,55,55,64,68,57,69,69,69,54,66,65,74,65,55,32,34
15088,15,10,12,16,18,38,21,21,59,54,26,65,16,35,13,18
213,85,86,21,31,37,89,88,66,58,78,81,66,49,77,80,80
10413,67,68,44,42,39,75,66,68,54,77,75,34,55,54,55,64
9709,23,20,17,14,16,34,34,29,55,40,40,55,20,31,29,24
11608,53,42,64,66,65,70,65,74,67,63,67,62,60,43,28,34
2932,72,77,21,21,24,88,86,70,69,82,90,65,55,73,68,56
14183,52,65,59,65,60,67,64,57,42,67,54,54,52,32,33,39
11315,35,27,60,63,53,62,48,79,75,51,34,88,73,38,19,24
12430,61,56,61,64,57,66,67,69,66,68,63,53,59,34,24,30
14258,66,53,41,57,52,54,62,67,60,66,71,69,36,53,47,46
3538,64,57,71,70,73,54,55,66,83,46,51,42,74,82,22,75
4402,57,57,74,70,68,55,52,67,77,51,54,70,68,61,36,43
8979,67,58,48,54,65,69,55,93,74,71,64,83,58,69,34,43
9372,44,48,66,65,60,45,59,72,78,33,56,77,70,30,24,13
17374,22,12,12,10,18,26,25,27,51,47,26,52,9,18,11,10
4516,73,63,46,20,49,54,55,53,87,38,48,55,73,71,69,54
11549,16,13,11,12,21,35,46,36,56,56,56,65,10,11,14,11
16579,12,14,16,11,19,15,32,17,63,36,36,42,14,20,15,12
11344,67,65,39,28,42,74,70,72,61,63,70,62,64,72,60,59
4927,68,69,23,20,29,74,73,55,69,77,69,77,72,71,67,44
7171,60,43,70,71,69,60,68,52,72,55,59,71,64,76,47,58
3173,76,72,53,63,71,44,39,45,48,80,70,34,44,71,49,72
7987,50,26,65,64,65,61,52,66,79,57,55,72,68,61,56,41
17298,29,28,47,52,54,64,58,59,57,58,40,65,44,35,22,22
5962,70,74,22,19,28,86,87,50,70,66,74,56,50,70,64,71
13061,58,56,58,61,60,59,63,64,70,70,69,66,54,67,44,55
7976,62,62,66,65,59,75,72,79,70,78,75,79,52,63,36,64
8618,35,24,8,22,18,41,48,39,61,32,45,60,21,52,25,21
7726,60,52,61,69,68,77,72,73,70,69,62,72,62,37,20,20
1040,55,51,75,73,77,65,69,75,91,52,57,82,73,77,21,69
7131,14,20,10,7,17,53,59,43,42,53,61,67,14,22,20,19
17230,35,7,14,14,18,17,19,33,48,44,19,49,24,33,3,8
1753,80,78,30,20,39,77,78,70,65,68,77,56,55,76,72,66
806,78,80,68,76,74,78,81,86,77,76,74,71,70,84,66,61
17132,14,16,15,11,27,38,39,55,64,42,48,55,14,23,15,14
16860,17,16,10,9,6,26,16,23,46,43,45,61,22,29,7,15
12642,58,61,57,58,57,75,74,62,60,69,68,59,60,56,37,36
8338,60,57,66,66,70,70,70,77,83,54,58,86,47,72,38,44
16599,41,26,49,65,53,59,61,55,40,67,48,71,57,48,23,29
8096,64,64,12,19,30,74,71,73,74,51,65,57,67,68,70,32
13593,26,21,7,9,15,48,47,34,74,53,35,54,19,33,15,16
6645,18,13,15,17,23,40,42,33,76,43,34,53,16,22,14,17
11892,61,58,55,47,49,67,65,76,77,60,69,69,75,74,44,41
14840,58,61,30,39,26,67,62,75,62,75,63,46,34,55,49,34
12825,52,40,60,66,63,56,57,64,68,50,55,65,49,33,37,27
3373,25,16,18,15,17,38,40,32,72,31,45,59,20,19,12,12
1808,70,69,73,77,72,89,79,84,58,91,89,81,55,71,46,52
7950,70,73,37,35,53,75,78,54,52,65,73,57,56,61,59,41
16156,20,9,9,9,22,48,44,28,56,52,37,51,8,22,8,14
10747,65,66,65,64,54,69,71,71,60,69,72,55,48,72,58,69
5450,70,71,55,49,59,59,63,74,65,80,57,68,57,80,59,76
10818,62,54,61,60,63,48,44,85,62,67,59,68,52,52,41,38
15483,15,12,13,9,17,30,32,39,66,33,35,50,15,21,13,9
14594,58,55,22,17,17,56,59,56,48,68,58,69,60,62,65,41
15116,50,56,60,57,60,69,68,58,63,72,71,62,55,24,22,32
15558,59,56,33,29,25,68,72,76,39,78,69,70,39,60,52,43
15081,51,55,22,24,24,74,71,70,59,66,53,68,59,63,54,39
14925,22,14,13,13,14,66,68,59,64,62,64,64,16,4,12,11
12483,54,51,65,69,64,65,55,65,70,57,72,71,61,48,23,26
12799,51,52,58,62,67,63,67,56,61,68,62,60,54,62,34,49
15266,58,57,52,61,55,69,70,66,57,77,77,80,46,51,52,28
2697,77,78,27,26,27,73,74,69,43,82,83,80,58,60,77,48
10465,60,63,21,26,19,77,81,68,78,56,81,67,63,65,63,31
4553,70,66,67,60,70,71,70,89,54,90,83,71,56,72,65,63
12266,17,20,24,12,23,41,42,40,50,53,37,53,13,24,9,8
2763,74,76,38,31,43,87,84,68,34,91,90,65,46,65,63,67
16488,56,53,29,35,28,65,60,46,62,72,66,64,50,52,56,33
6844,57,49,64,72,63,72,70,60,73,72,67,81,69,61,25,27
12358,64,59,28,31,20,52,53,72,86,34,56,59,68,72,61,29
12399,63,63,62,51,53,68,69,82,84,40,56,48,45,68,49,59
6494,66,64,67,66,72,70,70,64,73,62,63,73,70,51,34,42
14405,57,57,19,20,24,93,92,61,41,78,82,34,40,52,52,36
1041,55,49,77,74,83,61,67,65,82,47,53,64,81,65,34,40
12156,68,66,55,59,60,68,63,58,72,71,67,66,57,67,43,46
17201,19,12,17,19,20,39,44,32,62,55,37,55,16,25,18,10
12169,61,51,70,65,61,67,59,65,70,68,55,63,68,51,33,21
690,49,45,85,80,78,52,59,73,85,45,34,72,78,71,23,43
17110,55,63,34,44,28,63,67,40,57,69,59,54,42,58,41,43
5448,58,39,75,66,70,56,56,68,76,59,67,83,70,42,31,36
5911,58,59,66,69,66,74,73,93,70,62,60,66,54,41,29,39
15506,54,53,46,62,49,68,67,69,65,66,57,60,54,53,54,41
17355,15,13,12,17,26,45,44,38,63,53,31,54,15,21,19,13
11017,68,68,45,46,48,65,67,65,60,68,72,62,50,66,54,50
5241,22,11,15,13,21,30,30,32,59,46,48,72,14,12,13,18
418,67,48,80,80,78,69,77,72,85,52,48,86,77,56,47,60
1385,76,72,20,24,20,71,78,69,77,60,72,76,74,82,80,60
603,80,81,71,73,78,79,75,82,77,74,75,72,62,79,51,38
11305,62,66,49,50,60,79,81,66,63,48,67,60,50,63,35,41
278,84,81,14,31,42,67,69,55,70,64,69,55,52,76,74,70
17500,44,40,36,42,43,79,78,59,36,83,77,59,42,51,29,33
3215,56,51,71,72,66,61,61,56,77,62,62,77,73,44,44,52
2966,72,66,69,69,72,67,71,89,68,74,68,81,56,74,49,63
17571,17,13,13,13,13,28,28,28,50,46,23,57,12,23,10,10
17223,30,26,50,59,50,56,54,61,57,65,36,75,46,42,23,23
6032,63,53,55,76,70,77,74,72,75,48,74,91,56,81,48,45
15180,60,62,23,24,29,68,64,51,46,69,71,64,36,50,46,51
7231,71,65,67,64,67,75,76,75,69,71,66,65,54,74,51,45
12702,62,57,20,36,20,61,62,73,79,55,65,72,68,58,66,32
14389,55,51,16,12,14,74,69,65,61,67,68,64,66,60,63,30
5267,71,73,12,19,27,78,78,68,82,45,69,62,66,63,66,42
15133,53,54,58,54,53,64,58,65,63,74,59,64,54,47,35,35
3104,76,73,29,25,34,83,83,72,64,69,75,90,56,80,70,69
4051,66,69,60,56,58,91,90,68,61,74,79,88,70,63,67,63
4685,62,60,67,70,69,63,71,65,77,66,47,68,70,42,19,25
3701,67,57,67,70,75,54,57,77,73,65,62,76,73,57,49,30
10199,51,34,61,58,68,68,68,67,79,47,52,69,65,38,31,27
10316,56,54,61,62,64,76,58,82,77,78,71,83,65,45,40,62
7363,23,14,13,12,23,50,45,25,62,52,54,57,15,12,13,11
16718,53,42,18,22,26,53,58,55,64,60,56,70,62,51,59,32
7427,72,78,33,35,55,81,83,74,59,79,76,76,50,71,60,73
9842,68,66,42,45,48,77,69,61,56,85,78,68,46,63,59,41
16626,43,37,52,53,52,65,60,52,52,52,57,39,44,36,38,35
14113,54,48,55,56,55,76,76,69,79,53,44,69,64,36,25,22
8604,29,22,70,68,63,62,58,61,74,45,57,72,72,37,19,28
16443,55,53,49,54,55,79,81,60,63,66,63,61,43,26,26,31
12576,52,54,68,66,64,66,62,55,74,51,59,62,55,47,32,39
5903,65,66,65,66,55,90,90,85,80,73,74,81,59,58,44,36
11783,59,62,67,65,59,74,78,82,62,79,65,62,62,64,34,46
14987,61,66,23,26,21,68,64,64,55,55,70,52,44,53,49,49
2387,66,49,76,67,72,40,53,91,89,50,55,60,71,59,56,36
13082,13,4,9,7,29,31,36,30,70,32,37,55,5,3,2,21
4328,68,68,11,15,20,76,69,69,73,63,71,70,67,70,72,33
6161,71,74,29,39,26,75,81,71,59,75,73,63,66,73,65,62
16163,53,46,58,55,52,64,60,61,57,62,58,61,50,36,29,30
14366,60,49,61,62,66,56,61,85,81,59,58,65,62,56,39,38
2834,72,65,25,23,33,70,74,73,80,56,72,80,75,75,71,55
15248,10,16,16,12,17,29,26,44,45,42,27,61,15,14,16,12
14314,63,52,39,40,62,63,67,88,68,65,59,74,44,59,24,50
12917,55,38,56,57,54,34,50,64,82,45,44,61,65,53,18,26
9374,65,69,29,17,34,89,89,78,56,79,78,62,38,65,65,46
14121,67,71,17,18,18,81,76,58,32,85,88,62,44,53,61,36
15015,63,58,33,29,20,78,79,65,61,58,78,72,51,51,60,39
8300,17,17,11,18,15,31,30,23,60,37,28,55,16,21,15,13
13181,77,66,55,44,43,33,33,53,67,75,68,69,66,55,55,77
14445,55,56,13,14,19,76,73,51,70,71,63,62,57,63,61,35
5997,70,60,65,68,69,69,68,75,66,58,65,68,69,63,49,48
7583,67,54,52,56,71,55,54,63,66,48,53,68,42,58,39,62
11661,24,16,12,9,26,35,35,41,54,31,52,51,14,36,19,19
13116,58,61,13,22,43,76,73,63,74,71,72,58,45,63,65,55
7032,64,65,63,72,69,75,72,74,83,62,58,70,68,71,27,40
3303,72,65,21,20,21,87,78,69,66,76,74,69,57,68,76,42
7676,66,61,62,67,72,68,71,78,66,79,76,69,49,53,39,39
7991,60,47,62,63,55,65,69,79,78,64,70,75,66,37,30,26
11866,64,67,38,40,31,79,77,70,42,80,80,52,48,52,52,49
5865,48,39,72,64,74,50,48,52,82,44,42,53,75,38,25,22
2472,71,68,69,76,69,72,75,70,71,66,62,78,68,72,43,58
13805,45,45,53,58,69,63,51,74,72,70,65,71,55,54,35,31
15888,58,58,56,54,48,68,64,61,54,68,54,58,38,34,38,56
2398,23,19,22,20,23,41,39,35,68,50,42,66,23,19,10,11
8676,71,73,11,16,18,58,55,79,76,59,73,83,58,69,68,28
16420,55,46,22,22,24,75,70,53,60,73,61,48,33,62,54,42
8763,66,64,41,38,41,69,68,67,59,70,64,53,42,55,62,44
7480,66,66,34,33,34,78,91,67,62,74,78,64,64,69,61,46
11641,54,41,62,61,63,32,30,34,72,64,63,80,66,38,31,39
8553,43,24,67,64,56,43,56,82,77,57,32,83,74,57,44,34
9561,65,66,27,25,51,71,69,63,56,81,79,71,56,61,60,57
312,83,85,28,26,44,86,84,77,57,86,91,85,74,78,84,77
1235,82,78,24,22,41,84,87,78,85,73,78,73,68,75,76,51
13292,66,49,59,49,54,63,61,70,70,70,62,58,59,49,47,39
2575,66,57,73,70,70,59,72,65,80,52,54,74,74,68,44,36
1395,75,73,61,66,63,69,71,81,64,67,71,72,46,70,69,78
7920,49,34,68,62,63,53,55,70,79,47,47,68,69,43,17,26
8100,52,46,67,65,62,71,78,71,82,50,60,83,66,34,34,25
3898,71,70,34,39,43,68,65,82,56,75,73,56,59,74,63,57
15756,62,54,55,48,54,67,60,68,64,69,62,64,49,55,38,37
3277,76,74,30,48,38,78,76,73,65,71,81,74,69,76,67,47
3145,75,74,25,27,28,68,65,65,75,60,70,71,70,75,71,69
17014,49,39,50,55,55,53,54,60,72,66,44,74,52,33,19,24
16615,52,52,44,50,48,61,64,63,73,47,60,50,57,53,32,38
4972,60,51,72,65,73,55,55,64,78,58,33,78,65,68,28,31
8645,70,72,18,20,24,79,77,53,49,78,83,63,45,65,63,44
5895,68,65,16,13,15,80,91,72,67,64,77,74,63,75,66,41
15520,50,57,38,29,39,78,78,61,58,69,70,63,49,59,58,36
13684,60,62,35,40,20,76,72,51,57,66,79,59,40,55,53,41
10029,60,57,63,60,60,79,83,75,63,56,66,80,54,44,31,39
583,80,84,15,33,38,86,84,74,65,87,87,66,65,83,80,69
4690,76,76,49,48,31,58,56,53,55,58,73,49,64,52,62,57
2688,65,65,68,72,69,91,85,81,70,87,82,75,55,49,36,37
14452,56,49,29,13,23,69,65,60,70,64,65,56,59,65,60,31
9088,58,41,63,68,66,69,76,60,71,63,62,73,59,53,23,36
17495,52,48,42,40,42,61,60,55,55,66,52,56,50,45,27,33
1829,63,57,76,76,69,67,66,75,78,62,74,85,74,50,34,33
15332,58,54,57,53,52,71,78,71,39,90,84,57,51,60,44,48
974,81,83,25,27,46,78,75,67,56,85,89,57,60,67,64,72
8949,15,16,20,18,27,49,41,39,46,55,50,60,19,17,14,15
15491,20,20,20,19,24,22,23,27,80,35,25,61,12,24,13,12
3394,66,52,74,72,70,63,68,69,75,57,56,71,68,56,33,33
10863,61,71,39,30,47,70,65,65,58,70,62,52,52,59,60,49
5860,63,60,66,57,68,61,61,84,70,63,61,77,62,50,32,33
2842,68,68,74,74,69,68,78,78,74,68,62,64,60,72,41,52
16918,24,21,11,13,11,34,37,21,52,46,36,41,13,23,11,15
