Id,Name,Ball_Control,Dribbling,Marking,Sliding_Tackle,Interceptions,Acceleration,Speed,Stamina,Strength,Balance,Agility,Jumping,Heading,Shot_Power,Finishing,Freekick_Accuracy
9973,Hervé Matthys,65,63,64,63,62,63,67,63,66,62,62,64,60,56,28,46
15294,Joo Hyeon Woo,56,61,34,37,38,73,72,74,58,82,72,63,37,59,58,39
1578,Giampaolo Pazzini,74,64,16,20,20,67,69,56,66,78,73,93,88,68,83,40
2502,Abdoulay Konko,72,71,70,74,74,76,75,69,75,72,75,76,66,71,50,57
9546,Chad Barrett,64,58,32,26,40,65,66,68,74,65,53,65,64,72,66,55
17081,Gracjan Jaroch,47,43,18,11,13,59,50,59,41,82,67,61,52,48,63,29
17562,Louis Jones,18,12,23,22,20,39,41,26,57,47,33,53,39,22,15,13
16605,Leon Jankowski,14,11,8,9,10,38,36,21,39,48,52,65,11,12,7,11
6683,Mauricio Carrasco,64,65,17,20,13,79,79,64,57,79,75,57,56,65,63,62
13407,Félix Banega,66,61,48,50,43,71,68,65,31,77,85,71,49,44,33,35
14942,Jens-Martin Gammelby,64,59,59,57,48,72,69,70,68,60,57,66,60,52,43,32
2049,Enaldo Toxeto,72,58,72,67,73,66,70,74,73,61,55,67,74,70,47,43
1348,Serantes,25,16,18,23,11,55,65,44,52,41,58,72,19,44,18,13
9634,Theo Zwarthoed,20,13,26,15,22,35,34,25,60,35,39,63,6,30,4,10
2500,Alexander Baumjohann,78,78,12,21,28,65,59,51,60,83,78,53,59,70,63,71
16618,Kasper Enghardt,55,54,58,61,56,66,72,67,69,63,51,70,60,43,29,30
8533,Gastón Aguirre,45,34,68,71,63,56,52,33,75,61,63,82,61,51,37,40
15241,Liridon Silka,59,57,42,49,44,63,66,60,50,78,66,63,41,68,32,36
2438,Fernando Forestieri,78,78,36,31,30,83,78,78,57,85,93,83,58,72,72,63
8204,Timo Beermann,53,36,66,65,62,48,55,66,79,52,65,76,64,48,26,36
15454,Graham Kelly,57,57,54,54,47,64,61,64,51,70,60,50,53,67,56,64
11551,Alexandre Pasche,63,61,49,43,52,64,73,71,53,81,61,73,43,62,47,55
10741,Bernard Morrison,65,71,17,20,15,75,74,71,48,69,72,49,46,65,56,39
15712,Emil Łupiński,54,54,52,58,56,64,62,78,67,69,62,65,53,53,34,43
3659,David Meyler,73,68,61,60,65,54,55,81,78,58,58,70,71,69,61,54
6506,Luis García,72,69,37,42,63,57,55,65,60,72,62,64,61,71,64,73
16176,Joshua Daniels,47,60,30,29,42,70,70,71,52,69,71,58,52,52,55,52
15074,Yasin Yavuz,56,61,22,18,11,67,63,54,52,69,52,52,51,63,62,34
4476,Daniel Halfar,72,74,19,27,37,83,76,67,54,90,90,74,49,60,53,69
10694,Ian Harkes,60,61,59,58,58,75,64,77,69,63,66,67,57,69,60,58
4522,Park Chu Young,72,71,21,44,34,69,68,69,69,67,74,81,64,71,71,74
13244,Paul Hayes,60,52,25,23,40,51,53,65,73,58,63,50,63,63,62,53
17188,Myles Boney,26,17,20,21,24,44,43,25,54,65,33,52,16,20,16,18
1241,Enner Valencia,72,75,37,42,42,86,85,85,68,74,76,90,74,84,75,65
15831,Santiago Rodas,16,20,17,12,17,44,44,36,69,41,34,56,11,23,19,14
11696,Nikita Glushkov,68,71,30,39,27,77,80,47,51,78,61,46,48,59,51,45
9695,Mattia Finotto,60,60,17,27,18,85,76,77,64,65,62,59,62,57,61,48
15693,Roberto Kakeeto,54,47,48,52,58,65,72,69,70,55,68,64,49,55,32,35
3227,Thiago Alminxa,74,75,23,13,34,81,83,55,71,68,63,74,61,62,72,71
7517,Kenny Miller,63,68,15,22,32,72,70,74,58,72,68,74,59,71,70,52
8981,Nahuel Valentini,60,50,64,62,64,63,66,64,79,60,52,59,65,18,20,18
17275,Yaren Sozer,16,10,5,12,10,33,32,28,64,31,34,53,13,15,6,12
5970,Lukas Spendlhofer,57,37,68,65,72,75,76,83,78,55,64,70,64,66,40,65
1311,Abdoulaye Doucouré,78,75,69,71,72,65,76,83,80,64,60,71,66,75,70,42
11825,Ryoichi Kurisawa,63,43,72,49,71,40,43,56,52,85,76,59,48,43,33,34
969,Pablo De Blasis,80,83,37,37,28,87,76,77,47,95,93,92,71,75,71,62
6799,Mohamed Fatau,65,59,61,69,69,66,65,80,75,66,65,81,58,70,37,35
3099,Lanzarote,76,70,32,26,41,60,64,62,58,69,65,53,45,69,77,82
4592,Ross Wallace,70,68,41,45,58,76,78,78,31,90,83,59,36,73,60,74
411,Felipe,64,57,80,77,82,64,74,82,78,57,52,92,82,46,39,30
6784,Peet Bijen,54,58,68,67,64,55,52,62,77,65,51,62,68,50,35,34
10490,Guy Dufour,67,65,35,45,61,64,58,61,64,70,67,65,38,68,58,73
14088,Keijiro Ogawa,60,56,54,51,54,72,71,57,52,81,70,61,47,58,54,43
16459,James Mulhall,52,49,54,53,49,72,63,56,56,71,56,61,49,45,38,37
15484,Curtis Weston,58,54,36,44,39,74,72,70,65,69,80,65,47,66,49,46
15012,Simen Rafn,55,54,56,55,50,74,75,78,53,81,75,50,43,48,37,37
9873,Ricardo Bagadur,44,32,64,66,64,52,55,64,74,51,49,68,61,43,28,34
11478,Oğuz Han Aynaoğlu,67,64,14,20,15,71,72,66,64,68,68,41,42,63,60,63
16110,Jermaine Hylton,47,55,14,15,13,74,68,54,57,66,63,62,52,51,57,34
1924,Neil Taylor,74,68,75,82,78,78,68,74,64,83,70,74,63,46,30,34
11882,Hassan Mohammed Al Amiri,66,64,41,44,52,75,74,52,51,61,67,62,38,55,45,40
12257,Rakish Bingham,60,65,19,18,16,82,79,45,63,65,70,72,56,61,63,45
1285,Dominik Kohr,76,70,68,68,76,66,66,78,69,68,67,82,72,60,59,46
1494,Papa Kouli Diop,76,63,61,74,79,57,60,79,86,67,64,80,72,82,57,69
15649,Yuta Mishima,57,59,46,49,50,79,80,80,33,89,79,77,38,28,31,38
11700,Quentin Depehi,58,63,20,20,14,77,78,65,53,68,62,71,67,58,64,32
2491,Leonardo Ulloa,70,68,27,45,33,54,54,68,87,57,56,73,84,76,75,56
13099,Martin Rauschenberg,48,42,60,57,60,55,61,59,76,57,55,58,61,44,32,35
9571,Claes Kronberg,66,68,61,63,61,78,77,80,66,55,70,75,54,71,62,59
4807,Leonel Di Plácido,68,76,60,72,59,85,83,80,55,74,73,63,51,63,28,33
10767,Diogo Dalot,66,64,58,59,66,74,77,64,71,63,66,64,61,68,42,28
224,Gary Medel,74,68,78,82,86,77,76,88,78,92,78,92,68,65,31,45
15054,Gabriel Rodrigues,56,41,12,16,19,47,53,58,88,32,33,51,64,63,60,33
12644,Leandro Maciel,60,56,57,67,60,73,68,60,50,78,69,74,52,58,36,40
15852,Kwabena Appiah,52,62,39,38,27,90,91,70,40,91,90,44,39,39,40,44
7508,Mickaël Tacalfred,57,52,69,69,66,46,51,59,70,69,43,71,69,65,21,50
1669,Edgar Méndez,74,75,32,34,42,85,86,72,81,66,75,68,64,75,72,33
5064,Kijera,63,47,69,67,65,69,69,84,72,69,69,76,66,70,43,70
10127,Andrés Robles,62,53,63,56,66,75,74,67,83,56,61,78,59,47,44,65
16487,Silas Songani,54,59,13,10,14,83,79,50,53,76,68,69,31,61,52,44
11845,Cristian Romero,43,30,61,60,71,60,64,77,73,63,61,67,58,48,26,29
7634,Bernard Costinho,64,71,33,45,40,78,67,67,56,72,70,61,63,67,66,43
3066,Mehdi Lacen,72,70,70,59,67,59,59,81,69,80,76,76,59,70,49,70
5476,Dmitriy Loskov,71,63,39,45,58,41,48,30,52,71,53,55,57,65,59,87
2286,James McClean,73,78,59,60,51,74,78,79,70,73,75,72,71,69,67,66
13574,Krystian Bielik,66,65,53,56,61,55,55,45,71,45,58,52,55,57,33,43
3991,Robin Gosens,72,71,67,75,72,73,72,81,65,66,69,91,57,73,57,59
1429,Grégory Sertic,76,70,72,71,73,69,72,74,72,65,67,69,67,84,60,73
17232,Charlie Clough,53,45,48,54,35,65,60,61,71,60,62,42,46,41,31,38
10575,Louis Dodds,66,65,33,28,24,69,75,72,67,71,75,62,52,56,64,56
1589,Alberto Aquilani,82,77,53,58,65,53,55,53,67,60,75,68,66,81,61,75
9059,Erik Hurtado,64,66,30,24,30,88,88,76,70,80,77,80,55,69,60,42
3462,Djaniny,74,76,23,21,47,79,85,70,80,60,69,71,66,70,68,53
6473,Andy Lonergan,24,11,15,14,12,40,41,28,56,42,50,66,15,24,14,14
15765,Greg Taylor,58,55,51,62,39,71,73,56,60,74,73,63,48,51,45,44
8023,Pasquale Fazio,57,49,63,68,61,72,73,93,73,71,72,78,58,40,23,23
13506,Juan Mosquera,52,50,62,56,65,68,67,73,61,70,62,71,56,49,30,42
590,Benjamin Lecomte,23,11,11,12,24,44,40,34,55,25,36,60,10,18,11,19
7333,Bernd Nehrig,65,57,64,64,71,69,73,78,73,76,69,68,53,71,40,52
16651,Abdulrahman Al Dawsari,51,47,51,52,50,57,63,58,56,83,61,42,47,46,25,31
6906,Gabriel Valverde,62,57,69,71,62,64,62,85,66,67,52,59,63,25,25,31
16939,Masaya Kojima,49,54,42,55,52,78,79,63,47,83,55,68,41,22,27,28
5070,Alhassane Bangoura,72,77,19,21,35,86,86,64,58,77,87,71,46,75,59,45
14670,Michael Huber,42,37,55,60,52,53,54,58,80,49,47,71,60,33,26,27
17325,Kenta Tokushige,12,14,8,12,9,25,20,23,62,39,38,46,14,20,5,11
13144,Florian Hart,61,60,61,59,54,69,75,72,58,64,74,59,49,52,51,30
14383,Marcin Flis,42,47,56,60,65,71,71,77,62,66,72,56,59,23,33,38
16523,Dane Ingham,56,58,42,51,49,74,72,60,40,78,62,62,41,42,41,28
1056,Germán Pezzella,66,47,75,78,79,53,54,64,78,48,32,82,83,54,53,25
9196,Mehdi Jeannin,22,10,18,18,21,49,50,27,80,57,37,59,16,23,9,9
787,Cenk Tosun,76,74,13,15,31,74,73,74,80,66,76,80,82,80,78,73
5111,Elvis Manu,71,79,22,23,22,88,91,72,77,83,79,67,69,77,63,52
17543,Kesi Omolokun,30,25,48,50,44,73,76,80,50,47,42,62,37,25,16,23
4644,Luan Sendeiro,69,55,68,67,67,66,71,65,70,50,56,48,74,72,52,75
17422,Marcus Bobjerg,15,14,8,11,11,26,30,20,59,58,37,57,13,21,8,10
14584,Saramys Rodríguez,55,57,42,46,37,65,67,44,52,64,69,53,39,51,45,37
3779,Christophe Mandanne,74,74,32,32,36,72,76,65,31,80,93,61,67,74,72,49
9175,David Bruno,66,62,68,64,68,66,67,71,49,73,66,62,48,31,34,54
2625,Simon Deli,65,62,69,77,66,74,78,71,79,60,70,73,74,72,38,49
16744,Entonjo Elezaj,24,12,18,20,22,48,43,52,68,41,34,57,17,26,13,20
16703,Filip Tägtström,39,24,52,55,54,60,55,51,62,56,57,70,47,34,23,26
1840,Julian Schieber,70,65,22,19,21,65,73,65,82,57,58,85,79,85,75,58
2528,Tito,69,65,69,76,74,72,74,83,63,80,73,78,58,59,43,42
10259,Dominic Poleon,62,65,14,19,15,84,85,63,73,70,70,57,51,69,64,33
17360,Tom Owen-Evans,52,49,41,45,39,73,73,74,53,70,76,55,36,39,47,22
5487,Blagoy Georgiev,68,71,68,63,62,54,55,72,82,57,69,62,69,73,53,70
11797,Evandro Caliado,54,56,60,66,58,63,66,61,64,59,62,53,65,48,40,58
1127,Alessandro Matri,74,68,16,24,25,68,69,68,78,65,72,85,80,76,80,46
15427,Georgios Sarris,28,28,54,53,50,62,60,57,83,40,40,69,47,35,24,28
16959,Alex Pattison,53,48,41,53,44,68,66,64,48,73,50,57,51,51,28,40
11040,Gustaf Nilsson,64,63,23,25,33,60,66,64,75,43,63,50,61,67,66,38
14770,Alexis Peña,49,26,58,64,53,53,54,66,62,53,54,67,58,59,23,27
10976,Haris Hajradinović,64,65,24,54,49,75,75,68,59,70,82,58,39,67,61,66
11440,Stjepan Kukuruzović,65,59,45,37,35,66,69,81,60,65,72,71,47,65,55,63
6073,Lee Seung Gi,70,67,55,56,58,75,69,66,68,70,71,52,57,62,65,72
6326,Milivoje Novakovič,66,62,14,17,45,55,56,47,72,41,48,49,71,74,73,67
10295,Wilfried Zahibo,56,44,54,63,68,55,64,75,87,67,55,59,53,70,37,42
12298,Ruben Bover,64,65,39,37,43,72,70,61,46,71,75,83,38,69,58,65
9152,Calum Mallace,61,55,59,49,64,54,66,70,81,54,46,64,61,60,46,54
8757,Halil Ibrahim Sönmez,65,68,26,31,46,78,83,75,56,72,74,40,52,65,65,39
7644,Oswaldinato,71,72,62,64,63,55,56,72,81,60,47,55,56,81,66,55
16123,Louis Ramsay,41,53,46,57,55,80,79,55,44,73,60,57,42,31,23,33
1300,Fabian Schär,69,65,72,75,74,63,55,74,78,61,67,86,83,76,55,66
2731,Walker Zimmerman,65,42,75,59,74,63,55,75,82,44,44,77,76,57,52,38
414,Leo Baptistao,82,80,17,19,28,79,81,69,72,67,78,70,79,73,80,59
688,Klaas-Jan Huntelaar,75,69,20,23,27,64,67,65,76,62,65,77,80,81,81,64
15687,Joey Katebian,49,52,16,16,17,74,71,56,50,71,73,65,55,53,60,55
3562,Johan Larsson,68,64,58,69,69,79,81,91,70,74,76,69,54,77,59,72
7213,Mikhail Sivakov,68,59,67,64,60,31,51,55,76,48,54,67,69,71,51,54
11841,Ryosuke Yamanaka,61,68,54,65,56,67,70,65,53,80,53,67,43,29,28,70
6737,Patrick Mullins,69,61,15,12,24,65,68,65,74,55,52,73,67,76,68,35
17207,Elhadj Ciss,49,55,44,59,44,51,53,53,49,71,60,59,51,47,32,36
9004,Manuel Villalobos,65,66,18,14,13,62,61,50,59,70,55,58,58,66,70,61
5013,Bryan Verboom,66,69,69,71,66,78,77,73,71,79,74,83,59,69,48,56
4218,Engin Bekdemir,74,74,55,44,54,78,78,64,60,78,78,55,40,74,64,81
17070,Aksel Aktas,58,47,40,47,30,55,69,49,45,66,51,55,44,51,38,48
13519,Mërgim Vojvoda,60,55,59,63,54,71,70,57,56,67,70,65,57,51,25,33
2015,Fernando Navarro,70,64,82,80,77,57,61,73,74,67,60,69,65,68,36,62
1632,Yoshinori Mutō,76,80,32,30,26,79,77,76,50,79,78,73,64,73,76,46
15912,Egor Chernyshov,40,59,55,60,59,60,61,58,40,79,55,56,51,32,35,39
6948,Pietro Iemmello,69,67,18,14,20,84,84,78,69,73,73,66,52,62,69,58
12278,Ole Amund Sveen,60,56,53,50,59,76,79,71,72,67,60,65,54,63,61,38
2605,Oswaldito Cuba,73,76,62,68,67,84,92,78,44,87,89,70,52,69,68,46
12479,Lee Croft,67,65,52,47,59,66,53,71,62,72,62,71,56,61,35,59
12102,Eugene Ansah,63,71,21,19,13,82,76,61,56,68,76,81,58,57,62,30
17421,Ben Pollock,27,32,38,49,51,49,54,55,73,51,46,69,48,30,15,24
3664,Tsepo Masilela,72,68,70,73,63,85,83,78,71,80,76,82,62,75,50,29
2396,Miroslav Stoch,78,80,24,22,33,85,84,71,36,86,84,62,35,83,63,72
17316,Ashley Nadesan,43,40,12,11,13,53,55,58,49,64,52,68,59,46,59,29
15020,Jake Hyde,55,46,17,12,25,66,68,62,72,69,62,69,56,57,61,43
17125,Montel Gibson,45,48,11,19,21,57,60,51,57,65,58,66,51,51,55,27
2536,Daniel Díaz,52,42,78,64,74,41,33,34,82,59,46,71,76,83,30,69
4547,Avimiled Rivas,72,67,74,62,57,64,71,78,71,66,65,61,57,67,55,65
11248,Simone Pasa,57,38,65,63,65,55,55,46,69,66,51,72,55,48,41,41
7790,Zinedine Ferhat,69,69,22,27,19,77,80,59,58,65,74,41,33,51,55,38
9041,Elacio Córdoba,64,59,62,68,52,88,83,77,65,75,70,73,54,43,22,35
15730,Christopher Lindquist,47,46,57,57,54,69,69,56,65,67,62,61,45,49,44,44
5265,Tengarrinha,67,54,67,68,69,50,66,53,76,56,60,70,65,71,32,36
11780,Andrija Pavlović,64,61,13,10,22,66,70,68,81,49,59,61,58,64,63,26
6549,Andrés Schetino,63,59,55,59,67,63,55,73,66,67,48,59,34,63,47,44
14886,Marek Rodák,21,15,13,16,21,51,41,27,48,46,43,56,15,19,20,17
2599,Erick Gameira,71,73,23,24,44,82,83,59,66,77,81,56,72,70,70,56
15369,Mamadou Sissako,55,61,19,20,16,79,80,53,60,77,80,70,54,48,54,29
4975,Andrés Cadavid,46,45,75,63,63,41,33,48,91,55,30,50,74,60,30,35
6835,Diego Sánchez,22,22,12,18,21,51,43,44,56,62,50,59,18,35,24,24
3824,Alan Hutton,68,66,71,75,71,70,74,84,79,62,62,72,62,59,41,53
6207,Dennis Daube,72,70,52,58,59,73,65,74,72,64,71,64,48,61,59,68
8702,Caio Henrique,69,64,31,40,29,67,56,34,31,73,68,55,44,55,52,71
5901,René Vollath,16,17,12,15,14,37,41,36,53,43,38,68,14,18,9,12
10948,Gaëtan Hendrickx,62,59,36,45,56,71,67,85,52,78,76,68,56,57,52,45
7364,Dragan Mrđja,66,60,24,11,23,49,44,74,84,53,68,62,78,69,67,40
9248,Ažbe Jug,26,19,18,9,22,52,51,36,74,40,42,57,19,27,14,10
4456,Charlie Mulgrew,69,66,72,70,67,59,53,70,80,44,60,54,73,79,42,73
16045,George Dowling,62,59,46,48,37,65,63,60,44,65,64,57,38,56,35,37
8211,Raïs M'Bolhi,16,10,10,10,17,57,41,44,75,56,61,78,12,17,10,13
651,Vieirinha,81,83,65,63,72,83,76,75,57,85,86,69,42,75,73,67
9323,Tonia Tisdell,71,72,25,23,28,85,85,64,59,69,85,58,43,73,63,37
16658,Akito Takagi,54,52,27,24,31,67,68,56,56,70,56,65,49,49,61,40
8320,Simen Søraunet Wangberg,60,33,63,63,66,63,60,64,80,46,42,62,63,62,31,32
9681,Guus Til,69,62,44,47,47,69,62,51,55,73,60,65,51,67,55,38
11635,Mark Yeates,67,68,23,23,52,68,70,68,72,83,71,78,43,65,57,70
15710,Ariel Lassiter,52,57,12,17,18,79,79,55,48,70,65,68,53,55,59,33
5540,Dorus de Vries,23,14,12,11,27,54,46,30,77,36,29,73,11,22,11,12
10789,Lee Dong Soo,67,44,70,55,62,60,55,75,60,60,53,59,52,42,31,30
1515,Joselu,76,75,17,15,19,65,67,68,76,53,69,61,81,78,74,71
9047,Wandrille Lefèvre,58,48,67,60,68,55,64,70,76,52,46,66,64,46,32,28
14400,Jordan Jones,65,65,35,39,29,75,76,55,32,82,58,51,34,55,49,43
12162,Juan Musso,20,16,20,16,18,46,42,35,65,39,32,51,15,18,18,12
2802,Michael de Leeuw,71,66,39,37,27,66,55,83,65,74,69,77,85,67,78,57
5701,Mario Pineida,63,64,70,71,66,73,76,64,68,82,61,37,55,40,34,53
1774,Bogdan Stancu,75,73,23,30,22,73,76,76,75,63,79,74,73,76,75,61
12221,Lee Sang Hyeob,57,59,46,51,52,52,70,78,63,77,75,58,49,65,62,63
13509,Michael Gómez,55,58,12,19,19,73,74,62,60,68,63,69,58,55,65,31
12690,Ko Shimura,13,11,9,10,5,21,28,20,44,34,35,43,11,12,9,11
3438,Alexander González,70,74,59,55,65,83,84,78,74,72,76,91,52,68,67,65
2368,Mohamed Diamé,80,80,69,77,72,79,78,72,80,69,79,73,74,85,64,29
11164,Gianluca Di Chiara,62,57,58,67,59,67,69,68,71,59,58,70,58,54,23,30
1798,Ximo Navarro,66,63,73,78,71,78,82,87,71,72,73,83,65,64,36,42
14900,Musa Araz,67,64,52,44,43,71,68,46,39,91,56,56,39,66,48,56
8660,Lorenço Pirdel,68,52,33,33,32,38,43,41,82,48,36,34,71,69,70,55
2198,Mitchell Dijks,67,67,75,76,73,74,83,79,88,44,57,55,54,61,30,42
15279,Lennert De Smul,52,45,57,60,53,67,66,60,58,68,69,71,55,47,22,31
8985,Dardo Miloc,65,63,60,56,64,64,66,85,63,68,67,57,57,48,33,45
8758,Ludovic Soares,59,52,60,64,66,70,73,73,68,76,68,40,50,66,48,35
4903,Christian Vilches,55,64,70,69,68,54,51,67,79,66,61,80,72,52,37,22
10188,Ivan Toney,59,61,18,41,52,82,81,74,69,64,89,91,66,63,65,38
2487,Andrey Sinitsyn,20,16,14,18,17,44,39,35,74,37,43,72,14,22,12,19
16839,Jose Hernandez,47,45,32,32,25,74,71,68,40,90,68,58,37,60,41,54
9916,Arley Rodríguez,61,64,29,39,11,83,86,71,56,72,83,66,56,65,68,34
15400,Joaquín Muñoz,24,13,18,19,25,47,42,33,63,59,51,50,17,22,16,18
2288,Franco Jara,76,75,30,29,28,77,78,70,68,66,77,68,70,76,75,50
16789,Michael Hiegl,30,19,16,18,25,51,50,25,70,48,45,61,18,36,18,19
10167,Laurent Abergel,54,63,63,67,63,77,69,72,59,81,71,71,50,35,32,39
3429,Óscar Plano,73,70,25,26,34,80,80,80,59,64,74,59,46,81,75,68
11516,Peter Grajciar,65,61,49,64,55,65,49,59,76,71,58,48,48,72,59,63
11750,Saeed Al Yami,55,26,65,61,60,65,64,60,68,58,54,55,60,34,20,27
12491,Rob Jones,42,23,63,60,55,30,33,57,88,30,30,32,66,49,11,25
1121,Charles Kaboré,74,66,75,73,77,77,70,91,74,61,73,74,69,74,53,53
6990,Sebastian Andersson,56,54,19,20,22,69,78,75,79,51,56,57,76,67,69,42
13504,Alexis De Sart,62,57,55,60,57,60,59,65,57,67,67,51,56,49,32,33
14156,Túlio Nevinha,44,22,60,54,51,62,62,69,75,50,61,70,53,60,23,51
14393,Niclas Vemmelund,46,31,63,59,57,55,62,70,74,54,37,65,65,41,31,36
6935,Bruno Godeau,61,43,67,66,66,53,53,70,69,57,55,64,68,56,29,38
12390,Eial Strahman,56,49,16,17,32,58,62,55,81,53,78,52,63,65,68,49
9318,Clemens Fandrich,64,71,42,31,30,81,72,73,32,77,90,74,39,63,53,59
5461,Edson Braafheid,66,66,71,70,69,67,68,66,75,72,69,74,65,66,31,69
12073,Bradford Jamieson IV,62,71,27,21,26,86,85,60,54,73,79,68,53,64,63,31
10260,George Williams,67,69,18,11,27,82,71,71,49,73,84,52,45,52,61,26
10677,Marc Richards,61,60,22,20,22,65,54,71,82,64,60,72,64,73,64,61
17300,Ross Sykes,35,30,45,49,48,62,59,65,69,56,55,75,50,30,18,24
13681,Rúben Oliveira,65,66,40,49,37,75,68,50,32,83,71,58,42,59,47,55
530,Florin Andone,76,73,27,38,51,81,79,87,75,69,79,79,76,79,79,55
13277,Napo Matsoso,58,57,32,44,41,88,77,69,46,81,79,68,41,49,50,49
10515,Alex Dyer,63,58,57,55,57,62,68,90,57,71,69,60,58,54,62,53
2925,Jóhann Berg Gudmundsson,75,77,45,49,49,80,77,74,72,73,72,58,56,84,68,78
17114,Kaj-Stian Apeland,42,49,48,53,48,69,69,54,33,73,64,68,46,41,32,36
2011,Alexandr Kerzhakov,76,71,41,20,35,78,76,77,76,75,74,81,72,81,70,69
2691,Damián Musto,64,64,68,68,69,54,54,80,77,54,56,65,68,70,34,55
6305,Mário Felgueiras,15,13,17,17,22,42,37,38,67,64,47,72,13,23,14,18
2178,Ricardo Centurión,77,79,30,50,40,86,86,87,46,85,87,55,66,65,65,68
13110,Alex Wynter,48,43,61,63,50,66,72,66,73,73,64,70,64,47,45,49
12527,Aldo Arellano,61,54,59,58,59,69,69,69,63,77,68,61,55,56,39,48
7639,Pedrildo Rocha,71,77,33,32,43,71,73,66,71,74,72,61,41,63,61,66
7475,Ferhat Öztorun,63,66,66,70,71,66,68,82,64,63,72,60,40,48,41,33
9049,Jonathan Ring,66,70,31,42,43,78,78,68,58,64,76,60,50,64,47,56
6963,Frédéric Brillant,47,37,69,65,65,43,47,65,73,41,45,78,70,58,24,35
9313,Mateusz Możdżeń,64,62,67,68,50,76,77,82,65,70,76,71,43,70,61,69
12441,Abdullah Jaman Shuhail,52,54,57,58,62,72,83,64,34,87,83,82,40,56,28,52
10777,Vincent Thill,70,69,12,11,14,76,77,49,32,91,82,47,31,53,59,71
16410,Luke O'Reilly,18,8,9,11,21,49,44,21,68,60,39,57,16,22,12,13
14006,Fabian Nuñez,69,70,35,38,26,84,84,55,46,83,83,55,35,54,59,40
12949,Jack Marriott,58,55,14,15,22,79,77,69,64,60,76,81,56,59,63,33
7027,Diego Rubio,69,66,28,24,23,76,69,64,55,79,74,68,67,73,69,42
7342,Brwa Nouri,67,67,52,52,68,53,43,70,52,80,75,51,37,49,45,57
13427,Nao Iwadate,19,18,17,14,13,21,31,24,50,49,29,64,11,15,12,12
5161,Daniel Bentley,23,17,13,13,22,46,43,31,70,41,51,78,11,38,11,12
5368,Luigi Vitale,70,64,64,67,56,79,75,84,65,81,73,75,58,73,52,70
4285,Simone Romagnoli,51,45,73,70,69,55,55,67,87,33,56,65,74,43,21,27
302,Sergio Rico,12,14,18,11,23,50,53,31,67,61,62,63,11,19,14,20
11290,Christian Burgess,54,50,67,63,50,64,57,70,84,55,32,78,69,41,20,25
12760,Rubens Freitosa,57,47,53,54,67,55,66,71,62,55,60,55,67,59,49,51
14863,Alex O'Hanlon,59,57,53,57,52,66,68,65,48,74,61,56,46,56,55,54
9692,Idé,58,56,21,21,24,40,43,69,90,27,29,56,73,77,67,35
17384,Dean Dillon,49,46,34,43,26,60,63,47,56,67,59,50,42,50,39,35
354,Augusto Fernández,82,78,57,64,77,67,71,79,73,75,75,59,59,74,69,61
12349,Mario Grgic,64,63,57,52,64,66,67,73,58,70,59,53,60,58,59,24
11042,Agus Medina,53,56,67,72,64,74,68,61,46,80,67,72,68,45,33,30
15759,Pablo Benitez,12,8,22,25,26,48,49,42,43,70,34,59,6,23,22,7
5990,Carlos Labrín,48,38,71,68,65,60,56,60,80,51,53,72,67,48,22,28
7547,Răzvan Marin,66,63,53,52,61,71,68,57,69,61,63,42,47,67,64,71
9381,Carlos Lázaro,68,64,49,47,51,58,58,64,59,65,69,48,58,63,49,59
13710,Paolo Frascatore,57,51,60,65,57,62,65,71,71,55,54,55,50,63,45,53
12885,Emiliano Agüero,61,60,49,54,56,60,61,91,74,62,56,56,56,63,39,46
9553,Jamie Young,22,14,19,11,21,50,44,38,66,37,45,64,15,24,15,15
8124,Eddy Gnahoré,70,68,53,48,54,79,76,69,77,60,60,60,52,66,63,35
1384,Felix Wiedwald,22,14,9,14,15,34,34,44,77,45,43,70,8,23,11,13
3273,Goran Čaušić,72,70,57,58,61,57,63,79,73,66,62,62,55,78,58,71
9343,Stephan Salger,62,58,64,66,65,74,73,70,73,65,68,73,62,54,30,42
11900,Jadenilson Baia,47,22,65,58,69,55,64,47,65,75,53,60,54,42,24,55
4255,João Diogo,71,66,68,70,65,79,76,75,61,81,73,80,52,61,51,40
17060,Conor Cullen,16,5,7,10,8,22,32,23,56,56,27,53,13,18,8,13
5775,Facundo Monteseirín,60,60,70,70,65,52,56,58,79,55,40,74,71,63,23,28
16543,Humberto Acevedo,18,11,9,10,7,27,16,21,51,42,26,62,12,16,9,10
8502,Diego de la Torre,73,63,61,41,44,67,59,63,74,68,66,58,57,75,63,72
6768,Cristian López,65,64,18,20,36,79,74,75,73,58,63,72,71,63,68,29
709,Gabriel Jesus,83,85,20,19,32,88,85,84,61,91,92,63,61,73,80,54
2259,Moritz Leitner,77,79,41,50,66,75,74,76,49,79,84,63,38,70,59,69
13337,Seiya Kitano,68,65,14,17,12,77,75,57,49,84,91,68,49,55,62,31
423,Valère Germain,80,76,22,18,44,78,79,81,61,77,90,80,79,79,82,75
11152,Reece Brown,68,66,31,42,41,85,76,70,58,80,82,70,28,63,60,54
12779,Arthur Desmas,19,15,10,11,14,28,30,24,60,37,26,32,12,23,18,10
11850,Justin Bijlow,16,11,8,14,9,34,33,28,55,30,32,65,11,23,8,10
11939,Mickaël Tirpan,60,61,59,62,55,75,73,64,57,72,77,57,49,57,49,46
10218,Wesam Saleh Suwayyid,58,55,55,58,62,78,81,88,69,68,73,74,43,67,46,43
